,Re,sb,sigma
0,2.7933050973082443,1833.5366670841306,300.7488099237562
1,0.995671424957164,2276.2280718430625,136.72070709294655
2,2.208731992684571,1735.261189445124,253.59471879342902
3,0.9123638371015209,1495.1851655491464,151.06470672767827
4,0.7380207119795346,4399.005176054173,94.76302265277883
5,2.273324332826795,6264.846687503995,201.17068257153207
6,1.235651395669452,5206.9278830764915,121.61315107189627
7,2.640021700844453,1395.7996723508943,328.4296344328762
8,2.604944390348707,7336.88592957673,200.29154340092785
9,2.867768199481409,1060.8294686151685,372.896127257788
10,0.7365519650805403,1226.1616838038085,136.80920302301874
11,1.5853862871207918,2875.033996669507,164.1192705093082
12,4.502713716600045,3952.4572288999984,385.12964157862143
13,2.2476135700219997,2931.4506178117713,233.4617413721631
14,3.392988592722794,3001.743611540125,290.8051042997458
15,2.610320186316211,766.6812654052236,353.35108690403007
16,0.5767122062704702,2776.2250112967035,89.30362474939243
17,3.3400578416719107,2233.548765204212,311.4953595572272
18,1.6568637864367892,3507.336344948999,197.10788232749005
19,2.1518771310866653,2104.1205077859186,241.45143160567864
20,1.6518863768057577,3076.3023436321964,181.76797477928687
21,4.322998904409171,3594.1347309671182,328.9804813710545
22,1.1217695113809891,1937.19089521716,156.57673656290123
23,3.1652065237154887,3614.7134495035916,290.351000552588
24,1.0833926580946018,4808.202572246432,124.56530924360088
25,1.2596029723440685,4569.422980364044,145.63227268569452
26,1.8676426636597692,3935.473274622033,173.90520691604237
27,1.4088322172142143,3811.4168690774945,154.8940773246628
28,1.0912880247359888,2287.1988819441785,138.44990456892867
29,1.2115714224525804,2089.154927020554,158.69834445010042
30,1.572119042632433,1255.1656825819089,208.69486070344192
31,1.0543675729272217,1553.0230900804381,164.66387346377815
32,3.654535588795981,3876.9189893543416,323.8424972479048
33,5.295977842265239,10289.163969410372,324.5449251032141
34,2.502025019014602,2214.837480086271,258.8411813751353
35,3.183179765372486,2987.894772503188,290.9592921820426
36,2.8869348732819975,2328.979490018619,277.5787705617843
37,0.8564638741686247,6039.771211261852,92.99370240494645
38,0.5193892417767274,1911.467105489879,87.55498746163924
39,2.0279783994495872,1638.0337075574134,255.0319782301491
40,1.8519394046427908,2848.6772015697748,183.65565796190435
41,2.1110278796995963,1095.1556755252102,265.60687945056884
42,1.789614520258038,2291.6847888856246,213.16282924938693
43,1.2611819419631687,3266.602274850345,155.44090515340258
44,6.0154550867668055,1859.2780011670243,470.9516811033283
45,2.505186026100561,2024.3515451361313,294.5142088358781
46,2.7277616980482766,3186.078415610423,244.9822632878776
47,2.6080019633109637,3502.72003544467,246.57837310204278
48,1.5084383656248952,3371.111648541752,170.48996424013774
49,1.8950294576365032,3502.149043172853,188.44619277485273
50,3.6921610731853036,2932.8170603397243,313.5326180744849
51,7.439180234172779,8949.64856658848,402.25586418560977
52,1.5864323735028698,1944.0126612515521,194.34256081454203
53,1.9089120624600384,2727.72864585591,196.9187797587266
54,0.45287988160633186,2028.8158111263604,78.21407421757046
55,0.9562903962252428,1134.8493345088104,160.2423137548445
56,0.8738142987172975,3765.9422285404858,101.72482196543399
57,3.16227584636782,1799.3838403692084,290.4417440170544
58,2.7789288327903368,1816.7559264173924,300.01839745676034
59,2.4945129400820485,2160.841899830158,254.60924477348206
60,1.6211946197496163,1996.474991084048,200.17520355942221
61,1.0937359495465557,1745.3512834682222,164.77317534804527
62,0.394270926034242,1782.3401094479054,78.93651484173664
63,1.854791756953029,3715.838049621962,195.31942779064406
64,1.5965113439765237,2316.3382249776023,198.00639891249048
65,2.839795296957238,2475.495968765084,283.22650338370045
66,1.7497649601348995,3272.8217402266046,198.1298104740181
67,0.8071323976369256,2409.322887922274,113.64037499548824
68,1.827810425871005,1795.485366524735,219.6616685981571
69,0.7071302354118358,1548.745071168592,110.48634598004196
70,2.956024209901708,1483.8849188344539,306.80325136672263
71,2.9033104437655894,2740.652182429205,276.8695978603502
72,0.6444719638290883,2286.012916073305,104.68396354437324
73,1.736233378033705,2593.276336149798,193.21009356461067
74,0.7190084994955244,4976.505039771227,92.28645824767264
75,1.2173095193519756,3413.79406654262,151.02840690503885
76,4.434135633870206,1280.5947075870797,469.76734685332275
77,0.5091560257091369,5462.441560182843,70.65411536894769
78,0.41035994751937666,3194.9922441139906,66.32231946982395
79,1.837436158277847,2546.2347931821614,194.98488690968833
80,1.9328381251225244,3640.8175906323236,184.56767270246948
81,0.680239435393129,1361.0829119245814,118.5136393935232
82,2.835134761250603,2111.7679073648037,285.8788002710229
83,1.8031069150681043,3166.96611397206,199.28602288516763
84,3.221219720217335,3433.067547093587,283.2912162742627
85,1.8456341695903926,1746.0640960750134,224.17362891332402
86,2.14913722542218,4510.787135576758,187.72492303609647
87,2.0569843606148708,6187.239230095248,177.06837596188274
88,3.6163359000753474,1542.2696324910792,381.038586705177
89,2.1403620680920805,1939.8225220464171,246.015367380776
90,1.5956677770369279,6217.237553512138,152.10814376136588
91,0.8462150288288214,2526.711351065065,105.11456700244307
92,2.0005063910922853,2210.5440949206327,219.04331208402093
93,1.2838430022963612,7429.542167252004,128.60942485219414
94,0.814130892190954,6161.285208063392,90.87269795094196
95,0.9812696272040686,3826.7784021657612,117.04017141927642
96,1.8981109253776989,2724.7444926480334,184.67194273796107
97,1.8383677724807828,3586.8007955267144,194.7194866428475
98,1.9506843969881815,2472.719833646623,223.3154389999645
99,1.7760893606156987,2361.6129097739927,199.03976061225683
100,1.2324687059282575,2153.9259260779168,169.62710628915755
101,1.6547305277049267,2604.220583030714,180.7649277825134
102,3.1146421440820773,2513.219700855267,304.7656709781482
103,0.542080595595858,4141.759296360723,76.89820779606974
104,2.628399466941561,6245.442450818253,209.60536646318366
105,2.565115977642506,1966.2688302650201,261.7452035817904
106,0.9685255745795794,553.4114358697103,182.21357241115214
107,3.7877734987706844,2344.079010189794,340.91761134826845
108,1.248295288525538,702.3598082983111,223.12515517347973
109,2.012567085718863,2538.058341368144,206.08553206049706
110,2.5412652109587253,3743.6752217556145,262.3610693830908
111,2.1744966387876885,2795.9103706554456,220.2515986495883
112,2.2012709661633965,3555.9676040321237,223.43198673406468
113,1.3588917560916605,4739.102421392597,141.42605262304227
114,2.1710125363817347,2061.459801561207,233.42093769665013
115,5.338064943730272,1568.9057919300494,516.8281510427985
116,1.2978099468905075,4700.943333074962,137.69449078276696
117,0.9186154026022039,2413.205392470522,125.4146091851895
118,2.4270392056827244,1557.625062673866,272.8577642979562
119,2.833821815707184,4256.14812955277,254.26467449433824
120,2.791320732614041,2014.5806058871574,293.19063358342095
121,3.0037296151640294,2679.9689256976903,286.1813329186741
122,1.6425298669146355,1588.184249457977,220.9546799890299
123,3.2391765157886065,1221.03026221385,375.11825042997833
124,1.570768205192029,2418.457082032841,192.208492797882
125,4.404563567244185,2604.3582534760826,367.99049235082146
126,1.0595626158485583,2223.55641094661,147.90287969146974
127,4.786290427361866,4235.9617331500385,359.64533618729104
128,0.5780801439642582,2554.3539116313077,88.82217294646847
129,1.4316864923248542,2467.068032639739,171.11081648405323
